title,location,time,link,desc
Full Stack Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel ",27/03/2023,https://il.linkedin.com/jobs/view/full-stack-engineer-at-cynet-security-3538930049?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=%2BfaaOcbKxSAbcsGwv0oiaQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are seeking a Fullstack Engineer with a strong orientation to scaleable Web services, Applications and APIs.Become a part of the engineering team that works very closely with Cynet developers, architects, and product managers.As part of your job, you will:Be responsible for developing and implementing features and functionality.Build a full-fledged SaaS application.Analyze product requirements and create development tasks that satisfy the requirements.Develop tools and libraries that will enable rapid and scalable development in the future.Improve system quality by identifying issues and common patterns and developing standard operating procedures.Investigate and use new technologies where relevant.Provide written knowledge transfer material.Deliver tasks at hand, maintaining quality and on-time.Provide solutions for ad-hoc issues arising from the field. Enhance applications by identifying opportunities for improvement, making recommendations, and designing and implementing systems.Work closely with the various engineering, research, product, design, and scrum teams to deliver the best product to our customers.Requirements:You are:2+ years experience as a Full Stack engineer.Proven 2 years of experience in Node.js a MUST.Strong knowledge of Javascript and TypescriptKnowledge in React – MUST!Knowledge in C# / Java – advantage!Designing and implementing scalable web services, applications, and APIs.Confident in your own skills while constantly seeking to learn and keep up with modern practicesKnowledge in CI/CD environmentsFlexible- Open to switching contexts between tasks per priority shifts and switching between solutions adaptabilityA passion for solving problems and providing workable solutionsOther: Exceptional interpersonal skills, and team player.Ability to explore and drive new ideas and technologies, think, and learn independently.Comfortable with a startup-like environmentFluent in Hebrew and English "
Frontend Developer," Netanya, Center District, Israel ",04/01/2023,https://il.linkedin.com/jobs/view/frontend-developer-at-passportcard-labs-3420288207?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=QsAKAdzGUXpSFYlOWo4rLw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"We’re looking for a highly capable frontend developer to integrate with our frontend development efforts.If you have proven experience in leading frontend development in fintech B2C companies, a strong technical understanding, and great task management skills, we are looking for you!As our leading Frontend Developer, you will personally perform and oversee all frontend-related aspects of our website and UI products.What would you do? Design and develop new user-facing features. Implement business logic processes. Build new product interfaces. Translate UI/UX design wireframes to actual code. Maintain a focus on high code standards. Integrate with rest API’s Implement Analytics tools Collaborate with cross-functional squads on achieving business goalsRequirements:Requirements3+ years working in front-end web development - mustBS.c in Computer Science - a mustExtensive programming experience in HTML5, CSS3, SASS, LESS, and Bootstrap, Foundation or MaterializeExcellent JavaScript knowledge and programming experience with ES5/ES6Solid understanding and development experience in Angular 8+Webpack, Angular CLIExperience consuming REST APIsExperience with client-side architecture and design patternsAwareness of cross-browser compatibility issues and client-side performance considerationsSolid understanding and extensive experience with version control tools like GitStrong problem-solving and ability to work independentlyStrong learning skillsIt's nice to have:Experience with NodeJS and Expresses or NestsExperience with mobile app development frameworks like Native Script or React NativeExperience developing REST APIs "
#8457 - Software Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",29/03/2023,https://il.linkedin.com/jobs/view/%238457-software-developer-at-qualitest-3480490751?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=oAgFaqzgtk3hznmADJdZtA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"DescriptionQualitest invites you to join the leading software testing company in Israel and enjoy professional development, promotion options, a family atmosphere, and a wide range of leisure activities. Concern for employees and the open door at all levels of management are the cornerstones of Qualitest's corporate culture.We are looking for a Software Developer for a super challenge position in the Defence Industry in Tel AvivYou will be responsible for all team's development, and challenged to solve the complex development stages and bottlenecks in the projectsRequirements2-3 years experience as a Software / Automation Developer 2-3 years of experience in SW Automation testing / Testing tools & methodologies / Software Development Life CycleBackground in C# test Ability to document and troubleshoot errors  Motivated and out-of-the-box thinking Excellent communication skillsExcellent EnglishBenefitsWhy QualiTest?Have continuous access to and work with Senior Specialists and Practice ExpertsBe a part of a leading company, globally recognized as a Visionary by Gartner Magic QuadrantAs a global company, we offer unique placement opportunities around the worldIntrigued to find more about us?Visit our website at www.qualitestgroup.com Check out our Career page: https://qualitestgroup.com/careers/ "
Frontend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",24/12/2022,https://il.linkedin.com/jobs/view/frontend-developer-at-explorium-3437845118?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=P20SKZ%2F3gk6tApHchsk8NA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"Explorium is a cutting-edge data science company that has recently closed a Series C round bringing their total funding to $127 million.Explorium offers a first of its kind data science platform powered by augmented data discovery and feature engineering. By automatically connecting to thousands of external data sources and leveraging machine learning to distill the most impactful signals, the Explorium platform empowers data scientists and business leaders to drive decision-making by eliminating the barrier to acquire the right data and enabling superior predictive power.We are looking for a passionate, creative, and talented Frontend Developer with experience in modern frontend frameworks and an excellent understanding of server-side technologies. We are looking for you if you have an eye for clean code and an appetite for working with the latest web technologies. We expect you to be a real team player with a strong can-do attitude, great communication skills, and self-learning ability.As a developer in our team, you will be part of implementing major technological improvements in the app and creating new features from scratch as the product evolves. Also, you will Collaborate with the rest of the engineering and product managers teams to design and launch new features end-to-end.Responsibilities:Develop new features in web applications with complex data-heavy layouts.Continuously learn and evaluate new technologies in the everlasting effort to perfect our product.Collaborate with product managers, UX/UI designers, and QA in order to deliver the best features.Understanding business priorities, participating in feature design, and incremental delivery of a SaaS application.Working in an Agile environment, at a sustainable pace, in two-week sprints Requirements:At least 3 years of experience in React/Angular/Vue.Deep understanding Javascript.Knowledge in software architecture design, REST API and Web Sockets.Great analytical and troubleshooting skills.Motivated, energetic and ambitious team player.Passionate for code quality, testing and performance. "
Software Embedded Developer," Rehovot, Center District, Israel ",16/03/2023,https://il.linkedin.com/jobs/view/software-embedded-developer-at-stratasys-3524210736?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=EFbyBtk1%2Fvk7zbrojlltxg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"Stratasys is a world leader in 3D printing!Stratasys is leading the global shift to additive manufacturing with innovative 3D printing solutions for industries such as aerospace, automotive, consumer products and healthcare. Through smart and connected 3D printers, polymer materials, a software ecosystem, and parts on demand, Stratasys solutions deliver competitive advantages at every stage in the product value chain. The world’s leading organizations turn to Stratasys to transform product design, bring agility to manufacturing and supply chains, and improve patient care.We are looking for a highly skilled SW developer Expert with substantial Object-Oriented experience in a multi-disciplinary environment to join our R&D group in Israel (Rehovot).You will be a part of a talented software team that is currently developing the next generation of 3D printers, using cutting-edge technology and constantly looking for new ideas and improvements.What You Will Be DoingLead development tasks through all stages – gathering requirements, designing, implementing (mostly using C++ and C#) and following integration on the 3D printers themselves.Work closely with System and HW engineers, SW developers, QA and many more.Perform design and code reviewsConstant collaboration and knowledge sharing with the SW team.Must Have For This RoleMaster's degree in Computer Engineering / Computer ScienceExtensive knowledge of C++ and object Oriented programmingExperienced with a high level language such as C# or JavaSolid understanding of OS internals and Linux specificallyExperienced with multiple communication protocolsPro-active attitude and desire to learn new skillsNice To HaveKnowledge of Node js – an advantageExperience in C and Embedded programming – an advantageWhat You Will Be Part OfCompany Overview - https://www.stratasys.com/en/about-us/history/Our Culture and Values - https://www.stratasys.com/en/about-us/culture/Our Sustainability “3D Printing a Better Tomorrow” - https://www.stratasys.com/en/about-us/sustainability/Our Locations - https://www.stratasys.com/en/contact-us/office-locations/Check out our Video - https://www.youtube.com/watch?v=6wmDfmt2bNI "
Full Stack Developer (Remote)," Tel Aviv-Yafo, Tel Aviv District, Israel ",14/02/2023,https://il.linkedin.com/jobs/view/full-stack-developer-remote-at-monetizemore-3523503835?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=y%2B6Tz%2Ft05f1twO9oGBnZ2Q%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"MonetizeMore builds industry-leading ad technology that is seen by more than 300M+ people per month. The company has been running for 12 years achieving consistent double-digit growth each year with a team of 250+ team members spread across the globe.MonetizeMore offers location and schedule freedom to every one of its team members. That means that you would have the lifestyle autonomy to choose to work from anywhere in the world, during the time of day you prefer. This new-age work lifestyle would enable you to engineer your ideal lifestyle. Say goodbye to endless commutes, stuffy business attire, and the arbitrary 9 to 5 work-day. Take your life back into your hands by joining the MonetizeMore team!What You’ll Do:Developing features or product using: Node.js, JavaScript, Python/Flask, PostgreSQL, React.js, AWS, Linux, Docker, Git, Cloud Services and any other new technologiesBuilding JavaScript applications capable of tracking and responding to billions of requests per monthDeveloping APIs and integrating with 3rd party APIs to automate manual tasksImplementing UI facilitating third-party reporting and streamlining ad operationsIntegration of services to maximize ad revenues and maintain strong user experiencePlanning and prototyping new applicationsDefect resolution of existing and new issuesUnit testing new features to ensure they conform to MonetizeMore’s quality standards and meet requirementsCode reviewsRunning performance benchmarking testsStaying up to date with new trends and advancements in web development and ad techAttending daily stand-up meetings (30 mins) and other Scrum meetings (Every 2 weeks)Who You Are:3+ years of programming experience using different tech stack 2+ years of experience in web development. Flask, Django, Ruby on Rails or similarSQL database experience, schema design, optimization, query analysis, database administrationKnowledge of D-HTML, experience with ReactJS, AngularJS or similarExperience on Linux platforms – basic administration, builds, software deployment, writing Shell scriptsGIT experienceEnglish language fluencyGood communication skills, self motivatedWhat We Offer:Competitive Salary: Our salary formula adjusts to your cost of living and experience.Work remotely: Live and work wherever you like!Flexible working hours: You have the autonomy to set your own scheduleRetreats: We meet in person for company get-togethers.Professional Career: Growth, trainings, and learning opportunity If you think you are a good fit to join our Technology Department, please apply on this side bar and give specific reasons what sets you apart. We hire individuals, not robots so don’t be afraid to show a little personality.We make hiring decisions based on your experience, skills and passion. Please note that interviews are conducted virtually.Powered by JazzHRZ2IhQDnsSM "
Software Engineer," Ramat Gan, Tel Aviv District, Israel ",14/04/2023,https://il.linkedin.com/jobs/view/software-engineer-at-empyrean-medical-systems-inc-3566633065?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=ParvPfSaYkXXJU3aOK%2Bgcw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"The ideal candidate will be responsible for developing high-quality applications that will help change life. They will also be responsible for designing and implementing testable and scalable code. ResponsibilitiesDevelop quality software in C# with user interfaceWrite software from scratchOwn the development from A-ZDesign highly scalable, testable codeQualificationsDevelopment experience with C#SQL database or relational database skillsBachelor's degree or equivalent experience in Computer Science or related fieldAdvantage: Know what is DICOM and Voxel without googling itAdvantage: Developed software in the medical devices ecosystem "
Front End Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",12/03/2023,https://il.linkedin.com/jobs/view/front-end-developer-at-go7-3524841273?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=s25l6rLDW0VB7QV5EDtEkQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are looking for a skilled Front End Developer with a strong background in React and TypeScript. The successful candidate will be responsible for developing and maintaining a large-scale product. You will work closely with our development team to ensure the product is functional, intuitive, and user-friendly. You are looking for an opportunity to join a great team and take a key role, which will also boost your career.Responsibilities:Develop and maintain our product using React and TypeScriptWrite clean, reusable, and maintainable codeCollaborate with our design team to ensure a seamless user experienceImplement new features and functionalitiesOptimize application performanceWrite automated tests to ensure code qualityWork closely with our development team to resolve issues and bugs "
Full Stack Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",28/01/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-frontstory-3488667043?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=zdpdNX6nsO0caFnsHPyJCg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are looking for an experienced Full Stuck Developer with 3+ years’ development experience.With a deep passion for technology and hands-on preference.Primary ResponsibilitiesWork alongside the product team to maintain and develop FrontStory’s success.Develop and deliver on time high quality applications that meet the requirements provided by the businessYou will work with team members, continuously learning and sharing new ideas and technical conceptsYou will contribute to architectural and design discussionsRequirements:Demonstrated strength in server development3+ years of experience in Python / Elasticsearch / Node js 3+ years of experience in, JavaScript, HTML,CSS.Proven experience with designing and executing system architectureGreat in troubleshooting and debuggingExperience with Agile software developmentExperience with SQL or equivalentExperience with AWS - a plusTeam Player and AutodidactExperience with distributed systemsExperience with Big-Data technologies – advance "
Fullstack Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel ",25/02/2023,https://il.linkedin.com/jobs/view/fullstack-engineer-at-mixtiles-3534213118?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=I4ghdH96dH3KK0x4jTWrxQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"Who are you again?Mixtiles is on a mission to create homes people love. We started by creating the easiest way to get photos out of your smartphone and onto your walls. Mixtiles manufactures and delivers over a million framed photos every month to happy customers in the US and Europe. If you ask the average American about us, they would probably know us. You should too.Okay, so you're really big in selling framed photos, but why do you need tech people?Sure, Amazon is just an online bookstore. Uber is just an app of a cab station. What makes every great tech startup amazing is the unleashing of technology to allow scale. Mixtiles is one of the biggest direct to consumer companies in Israel. We're developing cool new products for the future of home design (the world's biggest art marketplace, smart plants, and more). The only way to do it is by building crazy software and using tons of data to make super smart decisions in everything we do. That's why we need you.There's a bunch of cool startups to work for in Tel Aviv. Why are you so special?We're a B2C company of the perfect size: we're big enough so you will have an impact on a lot of customers, but small enough so you will have a seat at the table. We want people who can help the team make decisions, and feel comfortable to come up with new ideas. We have amazing people you could learn from in all our teams: kickass operation managers that make sure our products are manufactured in high quality and shipped on time in 6 factories across the world. In-house art curators that search the world for amazing art. A cinematographer who creates amazing video documentaries about our artists. Industrial designers who are world-class experts on chemical adhesives, cyber software engineers from the top army units we turn into B2C pros. So you are definitely joining a could-be Marvel superheroes franchise, each one with their own (weird) special powers. We make people happy and excited: More than 1.5 million people have Mixtiles on their walls, and they love us for it (rated 4.9 in the App Store). You can use our Tel Aviv office free printing station to create Mixtiles that will make your friends and family happy customers as well. Great food means a lot to us: that means our office is always packed with food from the best restaurants in town, in addition to a personal credit card for every employee just for food (fuck 10bis). We have happy hours, weekly lunches and bi-weekly hangouts with amazing food, amazing drinks and most importantly - amazing people. You win. I'm hooked. How can I fit in the dev team?Our engineering team is divided into autonomous squads, each fully responsible for its business domain. As a Fullstack Engineer, you will have full end-to-end ownership of every project or feature you take, working closely with product managers and designers within the team. We work in a CI / CD environment and use the best technologies around, including React, Node, Python, and Swift.What kind of person should I be?Positive - Startups are hard. We want people who thrive in tough situations, and see the way forward.You Love Engineering - You think, like us, that software has endless potential. You want to be part of the best engineering team in the world.High Energy Person - You want to move mountains, you're not just coming to work, you want to have impact.Team Player - You think the best work is done by teams of dedicated people, and you love collaborating, learning from others and sharing your knowledge.Owner - You want to take projects from a to z. You think and act on behalf of the entire company, not just yourself or your team.Striving for Excellence - Whatever you do, you want to be the best at it. ""Good enough"" is not good enough for you.Transparent - You believe in communicating openly, you don't worry about your views will be perceived, you believe in the long term being yourself and speaking freely is a better way to live life.What do you need from me?5+ years of experience as a software engineer, which include:3+ years of full-stack development experienceExperience in leading large engineering projectsObviously, if you don't have one of these but still think you're a perfect fit, let's talk!If it sounds like we're a match - apply here, or shoot us an email to: reut@mixtiles.com "
Full Stack Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel ",14/03/2023,https://il.linkedin.com/jobs/view/full-stack-engineer-at-vulcan-cyber-3554292091?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=QKld4PBZtJb8n1uQz%2BGRHA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"Vulcan Cyber helps cybersecurity teams stay on top of their game with end-to-end cyber risk management. Some of the world’s biggest companies turn to Vulcan to go beyond scanning data and actually mitigate cyber risk.Every day, we work to become the essential tool for cybersecurity teams worldwide. We're looking for people who can make us better, keep us on our toes and help us transform the industry for good.If you're a Vulcan, you have big ideas, live for the challenge, and love what you do and the people you do it with. You know that the best perk isn't the free food, the dog(s) in the office, or the remote working policy (don't worry, we have those too). It's the feeling that you're an integral part of building something great.We're looking for a Full-Stack Engineer to join our team in TLV.Requirements:What you’re gonna do:Work in a high cadence environment and deliver top-quality products.Handle the entire development cycle – architecture, design, development, deployment, and monitoring.Own and lead end-to-end features independently.Tackle tough problems and find creative ways to solve themDesign and implement features involving both server-side and client-side architecturesBe fully involved from the kick-off phase with Product Management and UI/UX, all the way to production deploymentWork closely with other teams in the R&D in an agile environmentDirect customer impact, design, develop and deploy in short cyclesWhat’s the experience you already have:BSc in Computer Science or equivalent / relevant military experience.At least 4 years of practical experience in a fast-paced environment. Experience in back-end development with OOP languages.Experience working with any modern frontend frameworkExperience in designing and working with RESful APIs, together with a good understanding of network concepts.Strong test-driven mentality and understanding of CI/CD practicesWhat gives you some major credit points:Proven work experience in python and Angular 2+.Knowledge and experience with DBs (SQL, Redis).Experience in developing enterprise-level multi-tenant SaaS solutions. "
Full Stack Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",21/03/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-moon-active-3532524864?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=ckJgYpGUXBixiOrBsEeTMw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"DescriptionMoon Active is one of the world's fastest-growing mobile game companies, providing entertainment to millions of active users across the universe. The company is headquartered in the heart of Tel Aviv.We're looking for a talented Full Stack Developer to join our amazing and growing R&D Infrastructure team.ResponsibilitiesYou will develop, debug, deliver and maintain a highly-complex system, that is the core of our company's growth.You will work in an agile development environment.You will deliver high quality and well-structured codeRequirements3+ years of experience as a software developer with front-end and back-end development.Experience with Node.js.Excellent JavaScript (including ES6), HTML and CSS skills.Exposure to front end, single page application oriented frameworks such as Angular, ReactJS, etc.Working with web services (e.g. REST services) and good understanding of network concepts (e.g. HTTP protocol, sockets etc.).knowledge of browser troubleshooting and debugging practices and techniques. "
Backend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",16/03/2023,https://il.linkedin.com/jobs/view/backend-developer-at-cycode-3556797189?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=xLDkEMUvnIa1R%2BDqblqkVg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,"This is a unique opportunity to join an exciting early stage startup experiencing hypergrowth in a white-hot segment of the cybersecurity space.Cycode is a rapidly growing cybersecurity startup and creator of the world’s first complete software supply chain security solution. According to Gartner, software supply chain attacks (like the one that impacted Solarwinds) will affect 45% of organizations and grow three-fold by 2025. Unfortunately, traditional AppSec offers little protection against these devastating threats. That’s where Cycode comes in. Our platform provides customers with complete visibility, security, and integrity across all phases of the software development lifecycle (SDLC) — to prevent them from becoming the next Solarwinds.Cycode was founded in 2019 and is backed by top venture capital firms YL Ventures and Insight Partners. We’ve received numerous awards and recognition including being named one of the top cybersecurity startups in the Cyber Defense Magazine Top 100 (2020), Accel 2021 Euroscape Top 100, Analytics Insight “Top Cybersecurity Companies to Watch in 2021”, winner of the 2021 Cyber Defender Award and a finalist for the 2021 CISO Choice in Application Security.As a Senior Backend Cloud Engineer, you will be involved in all stages of production from architecture, designing, coding, deploying and maintaining.End-to-end developmentContribute to technological and architectural decisionsWork collaboratively with professional developers, Designers, and Product Managers to deliver a high-quality product.We are using: .net core C#, mongodb, kafka, rds-postgres, kubernetes, graph-db Arango DB, go (small service), python (our cli), fully CI/CD, terraform, dockerRequirements:3+ years of experience with microservices developmentDeep understanding of microservices architecture and cloud-native developmentExperience with databases and message queue technologiesAdvantages:Experience in developing a security-related SAAS product.Experience with continuous integration and deployment (CI/CD)B.Sc in Computer Science/Software Engineering or related fieldFamiliarity with the GraphQL frameworkFamiliarity with the Graph Databasesprofessional experience with .NET Core/node.js/go "
Full-Stack Engineer," Or Yehuda, Tel Aviv District, Israel ",25/02/2023,https://il.linkedin.com/jobs/view/full-stack-engineer-at-isi-imagesat-international-3532166933?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=0W9C7nPkwitQ7IPyo4COkQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"ISI is looking for a Full Stack Engineer to join our GeoImpact and ClearSky software team.The team develops ISI's ClearSky Ground Segment solution that bring the new-space age also to satellite operation, and the GeoImpact Solution that brings space-based intelligence, from automatic collection plan, to automatic analysis using computer vision, ML and AI.Incredible opportunity to work in the exciting space domains, intelligence with cutting-edge software development practices and tools.Requirements:At least 4 years experience of software developmentExperience with one of the leading frontend frameworks (Angular, React, Vue.js, etc.)Experience with Backend programming language (one of Java, Python , C#, Node.js, etc.)Experience with code testing methodology (unit tests, integration tests, DI, Mockups)Excellent communication and collaboration skillsTeam player, highly motivated, can-do approachResponsibilities:Develop new technologies and solutions for our next generation systemsDesign and develop scalable & secure backend architectureTake active part in architecture design sessionsUse best practices (SOLID, Clean Code, Testing, Design Patterns)Collaborate with our Product Managers, UX/UI designers and QA EngineersAdvantages:At least 2 years of experience using AngularExperience with SQL databasesExperience in AMQP (such as RabbitMQ/MSMQ)Experience with Docker "
Junior Full stack developer," Sarid, North District, Israel ",12/03/2023,https://il.linkedin.com/jobs/view/junior-full-stack-developer-at-tomax-think-academy-3524839078?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=%2Fes13qL62VHnsLU85X%2BXSg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"Since 2004 Tomax has created cutting-edge digital solutions for higher education. We specialize in the end-to-end management of the entire exam and assessment lifecycle.Our software empowers universities and colleges to efficiently, effectively, and expertly prepare, manage, grade, review, control, and secure the exam and assessment process. our software and professional services are in use at 100+ universities with international expansion activities currently in progress.We are looking for an exceptional Full stack engineer to join us in our mission to provide Tomax customers with a coherent and usable experience. As a Full Stack engineer, you will be designing the next generation of Tomax’s products.Be part of the team and develop together scalable services and componentsTurn requirements into simple, elegant, optimal solutionsWork with team members and other groups to achieve company goalsDeliver high-quality code, collaborate with team members and aspire for engineering excellenceRequirementsBachelor in Computer Science or SW engineering Coding skills in JavaScript coupled with a strong base in object-oriented design and functional programmingStrong Experience in Node.js web frameworkExperience working with a modern web framework (React / Vue / Angular ).Deep experience and understanding of Javascript, CSS & HTML5.Ability to write clear, high-quality code for UI componentsDeep knowledge and understanding of frontend architecture and experience in building large-scale web applicationsExperienced with relational databases(MySQL, Postgres, etc.) good working knowledge of SQL, Experience in API design and best practicesExperience in building micro services-based architecturesFamiliarity with build tools like WebpackExcellent problem-solving skills and understanding of Object-Oriented Designs and Design PatternsStrong verbal and written communication skillsPreferred Qualifications :Strong base on AWS or any other cloud providerExperience with non-relational databases (MongoDB, Cassandra, Dynamo DB), designing schemas "
Full Stack Developer - Node.js / React," Tel Aviv-Yafo, Tel Aviv District, Israel ",24/02/2023,https://il.linkedin.com/jobs/view/full-stack-developer-node-js-react-at-autofleet-3536721432?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=JW42D1zZ46rfXRzfhXv5%2FQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"The full stack development team are responsible for making user flows and interactions come to life by planning, implementing and testing them end to end, all while working closely with some of the best and most creative designers in the world.Position based in Tel Aviv.What You’ll doArchitect, build and test AutoFleet’s platform from the very beginningBuild UI/UX that will make your jewish mother proudCollaborate with our customer’s tech teams to deploy the solutionResearch and implement the latest technology to support the successful rollout of the productBuild hybrid mobile apps and the ecosystem to support itRequirementsBS/MS/Ph.D. in Computer Science or a related discipline, or equivalent experienceExperience in architecting and building large scale products or servicesExperience in Node.js and Express frameworkExperience in React / Angular 2 / VueExperience in React Native / iOS / Android - advantageEasily break down requirements into architecture and deliver code, while keeping operational issues in mindMake complicated things - simple "
Full Stack Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",08/03/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-tymely-3547072476?refId=4GKeIsu%2B%2FK%2B%2F4dgzmxhmPQ%3D%3D&trackingId=7wObDiB7qrZRyKoqlwiMNA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"Tymely develops an AI solution (based on NLP) that automatically handles customer support emails (e.g. “I’d like to exchange the size of my pants”) with a human-level accuracy, and sets a new standard for customer service.As a full stack developer, you will be responsible for all the parts of our system visible to people, either internal or customers. Ultimately, you should be able to envision, architect, develop, and maintain our web applications and the long term strategy and technological directions in the front end realm, as well as to train other developers to be as proficient as you.ResponsibilitiesParticipate in the entire application lifecycle, focusing on coding and debuggingWrite clean code that is easy to share with other developers, maintain, and testTake a major part in defining aspects of development from appropriate technology and workflow to coding standardsLiaise with developers, designers, and customers to identify new featuresFollow emerging technologiesRequirements:Proven work experience as a full stack or front-end developer 3+ years of React experienceWe also work with React query, Nx, CDK, Python, and AWS serverlessExperience in building production-grade, cloud-native software (AWS preferred) with hands-on experience in cloud automation – advantagePassionate about writing clean, maintainable code that will be used and modified by others, and able to use and modify other developers’ work rather than recreate it "
